Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Colourblindness,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
65b02455a93c15cdde0923f5,58ed2be2a083320001a13783,AWAITING REVIEW,2024-01-23T20:40:56.146000Z,2024-01-23T21:14:22.479000Z,,2024-01-23T21:14:22.888046Z,2007.0,CTVM94DF,5212,"No, I have no issues seeing colours",39,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
65b0245cd6c61305ef9b178e,655fa291e9e8e996f8e82473,AWAITING REVIEW,2024-01-23T20:41:05.904000Z,2024-01-23T20:55:32.256000Z,,2024-01-23T20:55:32.754944Z,867.0,CTVM94DF,126,"No, I have no issues seeing colours",34,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
65b0247036756eb658fbc896,60ff346f3f035109a4a49a5c,AWAITING REVIEW,2024-01-23T20:41:26.250000Z,2024-01-23T20:55:34.340000Z,,2024-01-23T20:55:34.813300Z,849.0,CTVM94DF,1902,"No, I have no issues seeing colours",28,Female,White,United States,United States,United States,English,No,Full-Time
65b024761a0e823845526323,5bcc22f80a22990001535fb2,AWAITING REVIEW,2024-01-23T20:41:31.288000Z,2024-01-23T20:54:37.392000Z,,2024-01-23T20:54:37.970994Z,787.0,CTVM94DF,332,"No, I have no issues seeing colours",24,Male,White,Romania,United States,United States,English,No,Full-Time
65b02476a1b58c1a57ea4158,61118e9a32395df5867ce217,AWAITING REVIEW,2024-01-23T20:41:30.768000Z,2024-01-23T20:52:42.899000Z,,2024-01-23T20:52:43.409434Z,673.0,CTVM94DF,258,"No, I have no issues seeing colours",21,Female,White,United States,United States,United States,English,Yes,Part-Time
65b0248181be9840cf46c935,5d2a5458c0898e001ab08f65,AWAITING REVIEW,2024-01-23T20:41:50.101000Z,2024-01-23T21:03:28.551000Z,,2024-01-23T21:03:29.132006Z,1299.0,CTVM94DF,935,"No, I have no issues seeing colours",39,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65b0248a5c3f937702c4afff,5de8bc74553cee8280a7dd84,AWAITING REVIEW,2024-01-23T20:41:53.109000Z,2024-01-23T20:56:31.746000Z,,2024-01-23T20:56:32.202959Z,879.0,CTVM94DF,2208,"No, I have no issues seeing colours",26,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
65b0248b7492087e6c569ea6,5a4f6c4b5f741700018a79a8,AWAITING REVIEW,2024-01-23T20:43:02.818000Z,2024-01-23T20:53:51.442000Z,,2024-01-23T20:53:51.974968Z,649.0,CTVM94DF,3851,"No, I have no issues seeing colours",31,Male,Other,Mexico,United States,United States,Spanish,No,Part-Time
65b0249da907bf4517f49b29,602ed67d9dc535b2bb39efbc,AWAITING REVIEW,2024-01-23T20:42:08.579000Z,2024-01-23T20:53:11.327000Z,,2024-01-23T20:53:11.847700Z,663.0,CTVM94DF,81,"No, I have no issues seeing colours",31,Male,White,United States,United States,United States,English,No,Full-Time
65b024ae2998e01f7c775958,60b6b4d12a9854d3385bc768,AWAITING REVIEW,2024-01-23T20:42:25.781000Z,2024-01-23T21:01:26.170000Z,,2024-01-23T21:01:26.851484Z,1141.0,CTVM94DF,4559,"No, I have no issues seeing colours",28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
65b024b0082fd0c7fde32ba4,5ea3694d838a642e5790ec0a,AWAITING REVIEW,2024-01-23T20:42:27.746000Z,2024-01-23T20:53:56.551000Z,,2024-01-23T20:53:57.009444Z,689.0,CTVM94DF,2825,"No, I have no issues seeing colours",21,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
65b024b7598f1eead32a2892,63ddc6baab6a2130b8a41bf7,AWAITING REVIEW,2024-01-23T20:42:39.703000Z,2024-01-23T20:56:47.117000Z,,2024-01-23T20:56:47.603574Z,848.0,CTVM94DF,1929,"No, I have no issues seeing colours",30,Male,White,Puerto Rico,United States,United States,English,No,Full-Time
65b024bc154cbc4867290656,5d269fedf6dec40019b87a59,AWAITING REVIEW,2024-01-23T20:42:40.336000Z,2024-01-23T21:14:08.135000Z,,2024-01-23T21:14:08.565285Z,1888.0,CTVM94DF,3163,"No, I have no issues seeing colours",37,Male,Other,United States,United States,United States,English,No,Full-Time
65b024c7a8a9c78e660bc57c,62e029ff528ea30b4508eaf5,AWAITING REVIEW,2024-01-23T20:52:27.112000Z,2024-01-23T21:10:48.288000Z,,2024-01-23T21:10:49.672638Z,1102.0,CTVM94DF,1432,"No, I have no issues seeing colours",21,Female,White,United States,United States,United States,English,No,Part-Time
65b024edf70fc0826289c27b,6237ca974050879378c8fea8,AWAITING REVIEW,2024-01-23T20:43:31.950000Z,2024-01-23T20:56:59.894000Z,,2024-01-23T20:57:00.323150Z,808.0,CTVM94DF,2306,"No, I have no issues seeing colours",26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65b024ee2652262b3d92c7b2,611465b0cdf9e7bb34a05898,AWAITING REVIEW,2024-01-23T20:43:30.751000Z,2024-01-23T20:55:11.317000Z,,2024-01-23T20:55:11.885251Z,701.0,CTVM94DF,1503,"No, I have no issues seeing colours",23,Female,White,United States,United States,United States,English,No,Due to start a new job within the next month
65b024f07ff978233cbe4b3f,5b27ef8a7f7816000146499f,AWAITING REVIEW,2024-01-23T20:43:31.427000Z,2024-01-23T20:53:55.256000Z,,2024-01-23T20:53:55.700433Z,624.0,CTVM94DF,759,"No, I have no issues seeing colours",24,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b025057a3f050cb7fbcbb5,5bf289cc17a7de0001cf52f0,AWAITING REVIEW,2024-01-23T20:43:52.045000Z,2024-01-23T20:54:02.128000Z,,2024-01-23T20:54:02.855480Z,611.0,CTVM94DF,486,"No, I have no issues seeing colours",29,Female,Mixed,United States,United States,United States,English,No,Full-Time
65b0252728202cbf98c214cd,5fec060b5ce3ae867e64cfb3,AWAITING REVIEW,2024-01-23T20:44:26.552000Z,2024-01-23T20:56:00.742000Z,,2024-01-23T20:56:01.267272Z,695.0,CTVM94DF,5423,"No, I have no issues seeing colours",29,Male,Asian,Korea,United States,United States,Korean,No,Full-Time
65b02529694de72f0b9366f0,5bfff7c02213be0001c2c7cf,AWAITING REVIEW,2024-01-23T20:44:27.793000Z,2024-01-23T20:58:11.443000Z,,2024-01-23T20:58:11.887321Z,824.0,CTVM94DF,2546,"No, I have no issues seeing colours",34,Female,White,United States,United States,United States,English,No,Part-Time
65b02531f34ccf7604f49ff9,5b33034d975e260001e981c9,AWAITING REVIEW,2024-01-23T20:46:12.552000Z,2024-01-23T20:57:23.313000Z,,2024-01-23T20:57:23.766710Z,671.0,CTVM94DF,2040,"No, I have no issues seeing colours",28,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
65b025332ed3b6f74892c730,59c3289b8e6ea10001f7b926,AWAITING REVIEW,2024-01-23T20:44:38.858000Z,2024-01-23T20:54:01.019000Z,,2024-01-23T20:54:01.457854Z,563.0,CTVM94DF,3603,"No, I have no issues seeing colours",37,Female,Asian,United States,United States,United States,English,No,Full-Time
65b025363de4ee97768707f4,655fd299a33617af94bb00ee,AWAITING REVIEW,2024-01-23T20:44:44.423000Z,2024-01-23T21:01:47.466000Z,,2024-01-23T21:01:47.957573Z,1024.0,CTVM94DF,96,"No, I have no issues seeing colours",30,Female,Asian,United States,United States,United States,English,No,Full-Time
65b025406615e509a707f372,6400f74904684aced4782997,AWAITING REVIEW,2024-01-23T20:44:54.392000Z,2024-01-23T20:57:29.591000Z,,2024-01-23T20:57:30.222878Z,756.0,CTVM94DF,1678,"No, I have no issues seeing colours",29,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
65b025481a0e823845526382,5f87d9bfc31a1322cfc32cbd,AWAITING REVIEW,2024-01-23T20:45:55.827000Z,2024-01-23T21:02:56.359000Z,,2024-01-23T21:02:56.838213Z,1021.0,CTVM94DF,2704,"No, I have no issues seeing colours",38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65b0254e2ed3b6f74892c73b,657aacdf40daebdb26cb3b94,AWAITING REVIEW,2024-01-23T20:45:04.424000Z,2024-01-23T20:57:34.711000Z,,2024-01-23T20:57:35.175412Z,751.0,CTVM94DF,93,"No, I have no issues seeing colours",19,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65b0255e6f6f778b76ab0f58,61464fe94ab78bd0f17d0dc0,AWAITING REVIEW,2024-01-23T20:45:23.559000Z,2024-01-23T21:11:30.655000Z,,2024-01-23T21:11:31.241512Z,1568.0,CTVM94DF,1019,"No, I have no issues seeing colours",31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65b0257051b9e6b72c91e9d2,658e66f34a68a13ce2c6ab37,AWAITING REVIEW,2024-01-23T20:45:51.410000Z,2024-01-23T21:00:08.994000Z,,2024-01-23T21:00:09.430916Z,858.0,CTVM94DF,180,"No, I have no issues seeing colours",23,Male,Asian,Japan,United States,United States,English,No,Full-Time
65b02574f564349eb0a09e05,654090a7a998974e1e57e76f,AWAITING REVIEW,2024-01-23T20:48:29.421000Z,2024-01-23T21:00:55.804000Z,,2024-01-23T21:00:56.310340Z,747.0,CTVM94DF,472,"No, I have no issues seeing colours",31,Female,White,United States,United States,United States,English,Yes,Part-Time
65b02594694de72f0b936715,5ba163d9cc5dd00001672c78,AWAITING REVIEW,2024-01-23T20:46:16.774000Z,2024-01-23T20:58:41.294000Z,,2024-01-23T20:58:42.621038Z,745.0,CTVM94DF,204,"No, I have no issues seeing colours",30,Female,White,United States,United States,United States,English,No,Full-Time
65b0259fb620486da0ec28ae,5c952f252e2e320019b1aa7b,AWAITING REVIEW,2024-01-23T20:47:03.497000Z,2024-01-23T21:27:27.619000Z,,2024-01-23T21:27:28.066233Z,2425.0,CTVM94DF,164,"No, I have no issues seeing colours",28,Female,White,United States,United States,United States,English,Yes,Full-Time
65b025a2972b97998e48fe2a,5e8cf43fbf65bf0bdfe15296,AWAITING REVIEW,2024-01-23T20:46:30.208000Z,2024-01-23T20:57:15.462000Z,,2024-01-23T20:57:15.934139Z,646.0,CTVM94DF,2939,"No, I have no issues seeing colours",29,Female,White,United States,United States,United States,English,Yes,Full-Time
65b025a4f70fc0826289c2bb,60fdd725b2cd02db32f9c718,AWAITING REVIEW,2024-01-23T20:46:32.579000Z,2024-01-23T21:00:35.878000Z,,2024-01-23T21:00:36.376707Z,844.0,CTVM94DF,257,"No, I have no issues seeing colours",31,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b025bd478289b4a25f6485,5f2047f472c1fd2eaf643c64,AWAITING REVIEW,2024-01-23T20:46:53.829000Z,2024-01-23T21:13:15.635000Z,,2024-01-23T21:13:16.188737Z,1582.0,CTVM94DF,74,"No, I have no issues seeing colours",25,Female,White,United States,United States,United States,English,Yes,Full-Time
65b025c11729c69ac9c28d74,581d50e882c5aa000132ce4f,AWAITING REVIEW,2024-01-23T20:47:07.417000Z,2024-01-23T20:57:49.918000Z,,2024-01-23T20:57:50.376270Z,643.0,CTVM94DF,4596,"No, I have no issues seeing colours",37,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65b025cb6610fdf6fb490092,6596c6be4c07be13b296c5df,AWAITING REVIEW,2024-01-23T20:47:11.414000Z,2024-01-23T21:05:12.685000Z,,2024-01-23T21:05:13.210226Z,1082.0,CTVM94DF,77,"No, I have no issues seeing colours",32,Female,Mixed,United States,United States,United States,English,No,Full-Time
65b025cca6649bba4ca24421,60f2a2b4932fed5326988e0f,AWAITING REVIEW,2024-01-23T20:47:15.248000Z,2024-01-23T21:04:32.641000Z,,2024-01-23T21:04:33.072115Z,1038.0,CTVM94DF,5394,"No, I have no issues seeing colours",31,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b025ce972b97998e48fe36,616de80c9d988b900e45e5d3,AWAITING REVIEW,2024-01-23T20:47:18.502000Z,2024-01-23T20:59:27.839000Z,,2024-01-23T20:59:28.365866Z,730.0,NOCODE,1328,"No, I have no issues seeing colours",20,Male,White,United States,United States,United States,English,Yes,Part-Time
65b025da81be9840cf46c9b8,60fe09e20ce118843ca6bcd0,AWAITING REVIEW,2024-01-23T20:47:28.219000Z,2024-01-23T20:57:57.235000Z,,2024-01-23T20:57:57.658160Z,630.0,CTVM94DF,235,"No, I have no issues seeing colours",23,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65b025dd478289b4a25f648d,577d11f88b3e2300016d74a0,AWAITING REVIEW,2024-01-23T20:47:29.622000Z,2024-01-23T21:03:57.015000Z,,2024-01-23T21:03:57.570428Z,988.0,CTVM94DF,3203,"No, I have no issues seeing colours",38,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
65b025ebd6c61305ef9b17fb,6509ef2182c4abf47b1cb961,AWAITING REVIEW,2024-01-23T20:47:43.045000Z,2024-01-23T20:58:49.194000Z,,2024-01-23T20:58:49.704748Z,667.0,CTVM94DF,781,"No, I have no issues seeing colours",22,Female,Asian,Japan,United States,United States,English,No,Part-Time
65b025eeb90715a1ab01eeb8,62f3d5ac1cf87ffbc2f4f26b,AWAITING REVIEW,2024-01-23T20:49:00.396000Z,2024-01-23T21:00:58.344000Z,,2024-01-23T21:00:58.857325Z,718.0,CTVM94DF,980,"No, I have no issues seeing colours",33,Male,White,United States,United States,United States,English,No,Full-Time
65b025ef55547462931796a8,614f58258eaf7063aa888d90,AWAITING REVIEW,2024-01-23T20:47:48.761000Z,2024-01-23T21:12:45.854000Z,,2024-01-23T21:12:46.297555Z,1498.0,CTVM94DF,2761,"No, I have no issues seeing colours",30,Female,Black,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b025f2e48ec2cb479171a4,63c047ef36e1348b19bb8010,AWAITING REVIEW,2024-01-23T20:51:58.178000Z,2024-01-23T21:14:18.226000Z,,2024-01-23T21:14:18.670261Z,1341.0,CTVM94DF,1358,"No, I have no issues seeing colours",37,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
65b025ffacd7ad22580bccc2,5a2adf6a8e00a000019864fb,AWAITING REVIEW,2024-01-23T20:48:03.482000Z,2024-01-23T21:01:52.764000Z,,2024-01-23T21:01:53.315312Z,830.0,CTVM94DF,3644,"No, I have no issues seeing colours",40,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65b026061d913569272e8b03,5f4a68e4d8963d5e469541f1,AWAITING REVIEW,2024-01-23T20:48:10.114000Z,2024-01-23T21:03:09.469000Z,,2024-01-23T21:03:10.087422Z,900.0,CTVM94DF,192,"No, I have no issues seeing colours",22,Female,Asian,United States,United States,United States,English,DATA_EXPIRED,Due to start a new job within the next month
65b0261fd6c61305ef9b1808,6116f60ae8f48f7d1244e8d3,AWAITING REVIEW,2024-01-23T20:48:36.228000Z,2024-01-23T20:58:27.872000Z,,2024-01-23T20:58:28.358720Z,592.0,CTVM94DF,827,"No, I have no issues seeing colours",23,Female,White,United States,United States,United States,English,No,Part-Time
65b026315c3f937702c4b094,5eaa5d8b040c211e56dc98c0,AWAITING REVIEW,2024-01-23T20:48:55.826000Z,2024-01-23T21:03:46.664000Z,,2024-01-23T21:03:47.093961Z,891.0,CTVM94DF,2135,"No, I have no issues seeing colours",38,Male,Black,United States,United States,United States,English,No,Full-Time
65b0265f55547462931796bb,5c82c9a4d8302a00010639b8,AWAITING REVIEW,2024-01-23T20:49:40.309000Z,2024-01-23T21:05:50.278000Z,,2024-01-23T21:05:50.881368Z,970.0,CTVM94DF,2903,"No, I have no issues seeing colours",33,Male,Mixed,United States,United States,United States,English,No,Full-Time
65b0266055547462931796bc,610860255929b4914b27719d,AWAITING REVIEW,2024-01-23T20:49:41.077000Z,2024-01-23T21:01:43.663000Z,,2024-01-23T21:01:44.115180Z,723.0,CTVM94DF,435,"No, I have no issues seeing colours",25,Female,Mixed,United States,United States,United States,English,No,Full-Time
65b0266250b190d33e2e87d2,63e53f1ad00dc1f9f2c3cc36,AWAITING REVIEW,2024-01-23T20:49:44.509000Z,2024-01-23T21:05:37.343000Z,,2024-01-23T21:05:37.856391Z,953.0,CTVM94DF,629,"No, I have no issues seeing colours",26,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
65b0266350b190d33e2e87d4,60e6edaeed006606fe5d0419,AWAITING REVIEW,2024-01-23T20:49:42.866000Z,2024-01-23T21:05:19.720000Z,,2024-01-23T21:05:20.170598Z,937.0,CTVM94DF,1498,"No, I have no issues seeing colours",35,Female,Black,United States,United States,United States,English,Yes,Full-Time
65b0268575cf854e7d48a1cd,5f0151a9e5751c2a5313c45e,AWAITING REVIEW,2024-01-23T20:50:23.302000Z,2024-01-23T21:03:30.838000Z,,2024-01-23T21:03:31.562729Z,788.0,CTVM94DF,2046,"No, I have no issues seeing colours",29,Female,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b0268550b190d33e2e87da,63d7fb6ee49281f6c41d6630,AWAITING REVIEW,2024-01-23T20:50:19.913000Z,2024-01-23T21:02:03.172000Z,,2024-01-23T21:02:03.572138Z,704.0,CTVM94DF,2368,"No, I have no issues seeing colours",28,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
65b02688fc8dfd5be7cc9826,5d8d12f6d88e3a00142c9751,AWAITING REVIEW,2024-01-23T20:50:32.076000Z,2024-01-23T21:03:42.001000Z,,2024-01-23T21:03:42.578815Z,790.0,CTVM94DF,5169,"No, I have no issues seeing colours",38,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
65b026887efa539e2042900f,5b564680ed90280001510d9a,AWAITING REVIEW,2024-01-23T20:50:57.706000Z,2024-01-23T21:03:20.307000Z,,2024-01-23T21:03:20.805207Z,743.0,CTVM94DF,4268,"No, I have no issues seeing colours",38,Male,White,United States,United States,United States,English,No,Part-Time
65b0268975cf854e7d48a1cf,614f9a284f135b4da3329968,AWAITING REVIEW,2024-01-23T20:50:17.331000Z,2024-01-23T21:08:02.473000Z,,2024-01-23T21:08:02.939337Z,1066.0,CTVM94DF,2840,"No, I have no issues seeing colours",28,Female,White,United States,United States,United States,English,No,Full-Time
65b026a5e40b54e54567e36c,5ebb96b6cd673a0008ace9ce,AWAITING REVIEW,2024-01-23T20:51:00.993000Z,2024-01-23T21:34:07.589000Z,,2024-01-23T21:34:08.046564Z,2587.0,NOCODE,4467,"No, I have no issues seeing colours",26,Male,Asian,United States,United States,United States,Bengali,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b026a72bd5fba56701e8bd,65a886d80279e6d71af87e7b,AWAITING REVIEW,2024-01-23T20:50:53.156000Z,2024-01-23T21:05:47.183000Z,,2024-01-23T21:05:47.639791Z,895.0,CTVM94DF,22,"No, I have no issues seeing colours",30,Female,Asian,United States,United States,United States,English,Yes,Part-Time
65b026a946881d2c61870d76,659d55bdaf21e817bc9a6a2a,AWAITING REVIEW,2024-01-23T20:50:52.949000Z,2024-01-23T21:04:41.786000Z,,2024-01-23T21:04:42.200599Z,829.0,CTVM94DF,100,"No, I have no issues seeing colours",24,Female,Asian,United States,United States,United States,English,No,Unemployed (and job seeking)
65b026aab613b90e84936b88,5f8cff5b20cbd14a4e792ee8,AWAITING REVIEW,2024-01-23T20:50:50.386000Z,2024-01-23T21:30:51.865000Z,,2024-01-23T21:30:52.331780Z,2402.0,CTVM94DF,551,"No, I have no issues seeing colours",26,Female,White,United States,United States,United States,English,Yes,Full-Time
65b026aba0f26fd69108b6c9,6473bd2d95a488b826bc24c4,AWAITING REVIEW,2024-01-23T20:50:59.289000Z,2024-01-23T20:59:48.283000Z,,2024-01-23T20:59:48.747424Z,529.0,CTVM94DF,1011,"No, I have no issues seeing colours",31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65b026ae53235b15e2c2884b,62c4d5821033848c1dc3667b,AWAITING REVIEW,2024-01-23T20:50:58.524000Z,2024-01-23T21:10:35.165000Z,,2024-01-23T21:10:35.660324Z,1177.0,CTVM94DF,3743,"No, I have no issues seeing colours",40,Male,White,United States,United States,United States,English,No,Full-Time
65b026ae1729c69ac9c28da3,628f0d7e3055b5d1887916c5,AWAITING REVIEW,2024-01-23T20:53:01.443000Z,2024-01-23T21:05:49.757000Z,,2024-01-23T21:05:50.226970Z,769.0,CTVM94DF,2092,"No, I have no issues seeing colours",31,Male,White,United States,United States,United States,English,No,Full-Time
65b026b12998e01f7c7759f2,5be084ec4c397b0001ec3567,AWAITING REVIEW,2024-01-23T20:51:30.020000Z,2024-01-23T21:04:11.013000Z,,2024-01-23T21:04:11.495420Z,761.0,CTVM94DF,2037,"No, I have no issues seeing colours",28,Male,White,United States,United States,United States,English,No,Full-Time
65b026bad6c61305ef9b1832,656964b3923e30926f806a2c,AWAITING REVIEW,2024-01-23T20:51:15.848000Z,2024-01-23T21:05:54.537000Z,,2024-01-23T21:05:55.009141Z,879.0,CTVM94DF,200,"No, I have no issues seeing colours",31,Female,Mixed,United States,United States,United States,English,No,Unemployed (and job seeking)
65b026c0a677a2eaa889c11a,65aed2821502ba3ac8b601c7,AWAITING REVIEW,2024-01-23T20:51:17.150000Z,2024-01-23T21:04:39.747000Z,,2024-01-23T21:04:40.219258Z,803.0,CTVM94DF,32,"No, I have no issues seeing colours",32,Male,Asian,United States,United States,United States,English,No,Due to start a new job within the next month
65b026cd6b5bc4a709527332,62c9024c3181d7800e31a759,AWAITING REVIEW,2024-01-23T20:51:37.765000Z,2024-01-23T21:05:14.844000Z,,2024-01-23T21:05:15.915471Z,818.0,CTVM94DF,1039,"No, I have no issues seeing colours",31,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
65b026ce7492087e6c569f48,616d6463aa6ae2ee832b3804,AWAITING REVIEW,2024-01-23T20:51:29.338000Z,2024-01-23T21:06:50.004000Z,,2024-01-23T21:06:50.489280Z,921.0,CTVM94DF,2726,"No, I have no issues seeing colours",34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
65b026d8a93c15cdde092499,55c694e3fdf99b6c4f28595f,AWAITING REVIEW,2024-01-23T20:51:39.518000Z,2024-01-23T21:06:36.321000Z,,2024-01-23T21:06:36.792566Z,897.0,CTVM94DF,1779,"No, I have no issues seeing colours",36,Male,White,United States,United States,United States,English,No,Full-Time
65b026db301879a2d307f802,5dbf704fa3f5cb40876271fc,AWAITING REVIEW,2024-01-23T20:51:42.806000Z,2024-01-23T21:03:46.478000Z,,2024-01-23T21:03:46.930318Z,724.0,CTVM94DF,751,"No, I have no issues seeing colours",33,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
65b026e96f6f778b76ab0fbd,5d1555fe628de0001966c2fa,AWAITING REVIEW,2024-01-23T20:51:56.320000Z,2024-01-23T21:06:51.208000Z,,2024-01-23T21:06:51.637282Z,895.0,CTVM94DF,2062,"No, I have no issues seeing colours",25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
65b026edc75e0c8536527093,5c318c0143b64d000171d078,AWAITING REVIEW,2024-01-23T20:52:17.638000Z,2024-01-23T21:02:54.438000Z,,2024-01-23T21:02:55.003302Z,637.0,CTVM94DF,2210,"No, I have no issues seeing colours",23,Female,Asian,United States,United States,United States,Vietnamese,No,Full-Time
65b026f005ea69e857be47a8,652fe7c2b91e23646d72a1e6,AWAITING REVIEW,2024-01-23T20:52:04.526000Z,2024-01-23T21:04:53.510000Z,,2024-01-23T21:04:54.687713Z,769.0,CTVM94DF,581,"No, I have no issues seeing colours",28,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
