prolific_id,uid,session_id,step,action,game_type,game_total_reward,reward_generated,shot,transfer,game_sequence,block_index,session_index,teacher,zone_index
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,0,shoot,practice,0,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,1,shoot,practice,1,true,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,2,shoot,practice,1,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,3,shoot,practice,1,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,4,shoot,practice,1,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,5,shoot,practice,2,true,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,6,shoot,practice,2,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,7,shoot,practice,3,true,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,8,shoot,practice,4,true,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,9,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,10,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,11,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,12,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,13,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,14,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,15,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,16,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,17,shoot,practice,4,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,18,shoot,practice,5,true,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,19,shoot,practice,5,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,20,shoot,practice,5,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,21,shoot,practice,5,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,22,shoot,practice,5,false,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,23,shoot,practice,6,true,true,,,,,solo,
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,0,shoot,play,1,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,1,shoot,play,2,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,2,shoot,play,2,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,3,shoot,play,3,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,4,shoot,play,4,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,5,shoot,play,5,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,6,shoot,play,5,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,7,shoot,play,5,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,8,shoot,play,5,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,9,shoot,play,5,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,10,shoot,play,6,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,11,shoot,play,6,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,12,shoot,play,7,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,13,shoot,play,8,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,14,shoot,play,9,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,15,shoot,play,10,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,16,shoot,play,10,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,17,shoot,play,10,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,18,shoot,play,10,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,19,shoot,play,11,true,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,20,shoot,play,11,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,21,shoot,play,11,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,22,shoot,play,11,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,23,shoot,play,11,false,true,false,play-play-play-play,0,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,0,shoot,play,1,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,1,shoot,play,2,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,2,shoot,play,3,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,3,shoot,play,3,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,4,shoot,play,4,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,5,shoot,play,5,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,6,shoot,play,6,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,7,shoot,play,6,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,8,shoot,play,7,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,9,shoot,play,8,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,10,shoot,play,9,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,11,shoot,play,10,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,12,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,13,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,14,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,15,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,16,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,17,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,18,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,19,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,20,shoot,play,10,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,21,shoot,play,11,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,22,shoot,play,12,true,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,23,shoot,play,12,false,true,false,play-play-play-play,1,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,0,shoot,play,0,false,true,false,play-play-play-play,2,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,1,shoot,play,0,false,true,false,play-play-play-play,2,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,2,shoot,play,0,false,true,false,play-play-play-play,2,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,3,shoot,play,1,true,true,false,play-play-play-play,2,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,0,shoot,play,1,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,1,shoot,play,1,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,2,shoot,play,1,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,3,shoot,play,2,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,4,shoot,play,2,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,5,shoot,play,3,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,6,shoot,play,3,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,7,shoot,play,4,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,8,shoot,play,5,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,9,shoot,play,5,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,10,shoot,play,5,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,11,shoot,play,5,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,12,shoot,play,6,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,13,shoot,play,7,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,14,shoot,play,8,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,15,shoot,play,8,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,16,shoot,play,8,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,17,shoot,play,9,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,18,shoot,play,9,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,19,shoot,play,9,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,20,shoot,play,10,true,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,21,shoot,play,10,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,22,shoot,play,10,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJ8J5W7BRQFDT,23,shoot,play,10,false,true,false,play-play-play-play,3,0,solo,0
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,0,shoot,play,0,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,1,shoot,play,1,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,2,shoot,play,1,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,3,shoot,play,1,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,4,shoot,play,2,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,5,shoot,play,2,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,6,shoot,play,3,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,7,shoot,play,4,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,8,shoot,play,4,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,9,shoot,play,5,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,10,shoot,play,6,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,11,shoot,play,7,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,12,shoot,play,8,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,13,shoot,play,9,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,14,shoot,play,10,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,15,shoot,play,11,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,16,shoot,play,11,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,17,shoot,play,11,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,18,shoot,play,11,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,19,shoot,play,11,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,20,shoot,play,12,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,21,shoot,play,12,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,22,shoot,play,13,true,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,23,shoot,play,13,false,true,false,play-play-watch-play,0,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,0,shoot,play,0,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,1,shoot,play,1,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,2,shoot,play,1,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,3,shoot,play,2,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,4,shoot,play,3,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,5,shoot,play,3,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,6,shoot,play,3,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,7,shoot,play,3,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,8,shoot,play,4,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,9,shoot,play,4,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,10,shoot,play,5,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,11,shoot,play,6,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,12,shoot,play,6,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,13,shoot,play,6,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,14,shoot,play,6,false,true,false,play-play-watch-play,1,1,novice,1
