prolific_id,uid,session_id,step,action,game_type,game_total_reward,reward_generated,shot,transfer,game_sequence,block_index,session_index,teacher,zone_index
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,15,shoot,play,7,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,16,shoot,play,7,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,17,shoot,play,7,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,18,shoot,play,8,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,19,shoot,play,9,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,20,shoot,play,9,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,21,shoot,play,10,true,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,22,shoot,play,10,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,23,shoot,play,10,false,true,false,play-play-watch-play,1,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,1,shoot,watch,1,true,true,false,play-play-watch-play,2,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,2,shoot,watch,1,false,true,false,play-play-watch-play,2,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,3,shoot,watch,2,true,true,false,play-play-watch-play,2,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,4,shoot,watch,2,false,true,false,play-play-watch-play,2,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,0,shoot,play,0,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,1,shoot,play,0,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,2,shoot,play,0,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,3,shoot,play,1,true,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,4,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,5,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,6,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,7,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,8,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,9,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,10,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,11,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,12,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,13,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,14,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,15,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,16,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,17,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,18,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,19,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,20,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,21,shoot,play,1,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,22,shoot,play,2,true,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJASIQNF0RWEN,23,shoot,play,2,false,true,false,play-play-watch-play,3,1,novice,1
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,0,shoot,play,0,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,1,shoot,play,1,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,2,shoot,play,2,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,3,shoot,play,2,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,4,shoot,play,2,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,5,shoot,play,2,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,6,shoot,play,3,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,7,shoot,play,4,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,8,shoot,play,5,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,9,shoot,play,5,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,10,shoot,play,6,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,11,shoot,play,6,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,12,shoot,play,6,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,13,shoot,play,6,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,14,shoot,play,7,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,15,shoot,play,8,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,16,shoot,play,8,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,17,shoot,play,8,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,18,shoot,play,8,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,19,shoot,play,9,true,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,20,shoot,play,9,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,21,shoot,play,9,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,22,shoot,play,9,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,23,shoot,play,9,false,true,true,play-play-watch-play,0,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,0,shoot,play,0,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,1,shoot,play,0,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,2,shoot,play,1,true,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,3,shoot,play,2,true,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,4,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,5,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,6,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,7,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,8,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,9,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,10,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,11,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,12,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,13,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,14,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,15,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,16,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,17,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,18,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,19,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,20,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,21,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,22,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,23,shoot,play,2,false,true,true,play-play-watch-play,1,2,expert,2
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,1,shoot,watch,1,true,true,true,play-play-watch-play,2,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,2,shoot,watch,2,true,true,true,play-play-watch-play,2,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,3,shoot,watch,3,true,true,true,play-play-watch-play,2,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,4,shoot,watch,4,true,true,true,play-play-watch-play,2,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,0,shoot,play,1,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,1,shoot,play,2,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,2,shoot,play,3,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,3,shoot,play,3,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,4,shoot,play,3,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,5,shoot,play,3,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,6,shoot,play,4,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,7,shoot,play,5,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,8,shoot,play,6,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,9,shoot,play,6,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,10,shoot,play,6,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,11,shoot,play,6,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,12,shoot,play,6,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,13,shoot,play,6,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,14,shoot,play,7,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,15,shoot,play,7,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,16,shoot,play,8,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,17,shoot,play,9,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,18,shoot,play,9,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,19,shoot,play,9,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,20,shoot,play,10,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,21,shoot,play,10,false,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,22,shoot,play,11,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJCW34EJO12V,23,shoot,play,12,true,true,true,play-play-watch-play,3,2,expert,3
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,0,shoot,play,1,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,1,shoot,play,1,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,2,shoot,play,2,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,3,shoot,play,2,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,4,shoot,play,3,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,5,shoot,play,4,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,6,shoot,play,4,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,7,shoot,play,5,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,8,shoot,play,5,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,9,shoot,play,6,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,10,shoot,play,6,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,11,shoot,play,6,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,12,shoot,play,7,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,13,shoot,play,8,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,14,shoot,play,9,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,15,shoot,play,10,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,16,shoot,play,11,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,17,shoot,play,12,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,18,shoot,play,13,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,19,shoot,play,13,false,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,20,shoot,play,14,true,true,true,play-play-watch-play,0,3,novice,4
trial,LV5OGLVIUZDLTOABA7F,LV5OGLVJIXIARVTYB7S,21,shoot,play,15,true,true,true,play-play-watch-play,0,3,novice,4
